,index,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,clean_tweet,Sentiment
109,1965,1447945100596690948,1447945100596690948,1634051988000.0,2021-10-12 17:19:48,+0200,,"Hoyeon Jung, Squid Game star, reveals in a recent interview to Vogue Korea that lately she’s been obsessed with Berlin and Palermo from La Casa de Papel.  “I just think they are something the world needs right now, whenever I see them my mood changes for the better.”  https://t.co/QEcbeGoSAr",en,[],[],26952816,26952816,thorined,aleksey | pedro alonso simp,2,17,https://twitter.com/thorined/status/1447945100596690948,[],"['https://pbs.twimg.com/media/FBgiZASUUAU5hK2.jpg', 'https://pbs.twimg.com/media/FBgiZASUYAQ144T.jpg']",1,https://pbs.twimg.com/media/FBgiZASUUAU5hK2.jpg,False,152,5,27,,"['Casa', 'Papel']",,,,,,,[],,,,,Hoyeon Jung Squid Game star reveals in a recent interview to Vogue Korea that lately she s been obsessed with Berlin and Palermo from La Casa de Papel I just think they are something the world needs right now whenever I see them my mood changes for the better,Negative
110,1981,1447943825679396866,1447943026836398085,1634051684000.0,2021-10-12 17:14:44,+0200,,@Jai_Crider You gotta whisper to em,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,17,https://twitter.com/Kspenc2/status/1447943825679396866,[],[],0,,False,1,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'Jai_Crider', 'name': '𝟫𝓁𝒾𝓋𝑒𝓈 ✨', 'id': '325904407'}]",,,,,Crider You gotta whisper to em,Neutral
111,1984,1447943478651064324,1447943478651064324,1634051601000.0,2021-10-12 17:13:21,+0200,,Harden scoring numbers are about to plummet,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,17,https://twitter.com/Kspenc2/status/1447943478651064324,[],[],0,,False,0,0,0,https://twitter.com/TheNBACentral/status/1447723897063972866,"['Casa', 'Papel']",,,,,,,[],,,,,Harden scoring numbers are about to plummet,Neutral
112,1985,1447943150828494855,1447943150828494855,1634051523000.0,2021-10-12 17:12:03,+0200,,Nigga came into the league a certified BUCKET  https://t.co/Gz73TOMBTW,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,17,https://twitter.com/Kspenc2/status/1447943150828494855,[],['https://pbs.twimg.com/tweet_video_thumb/FBgglTkX0AElVmc.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/FBgglTkX0AElVmc.jpg,False,0,0,0,https://twitter.com/HoopMixOnly/status/1447706364151832576,"['Casa', 'Papel']",,,,,,,[],,,,,Nigga came into the league a certified BUCKET,Neutral
113,1999,1447941556934172674,1447941556934172674,1634051143000.0,2021-10-12 17:05:43,+0200,,Y'all ain't got no green flags?? Just everything a red flag huh? Half y'all single and don't know wtf a green flag is so nvm,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,17,https://twitter.com/Kspenc2/status/1447941556934172674,[],[],0,,False,3,0,1,,"['Casa', 'Papel']",,,,,,,[],,,,,Y all ain t got no green flags Just everything a red flag huh Half y all single and don t know wtf a green flag is so nvm,Negative
114,2003,1447941115164954631,1447933695768289286,1634051037000.0,2021-10-12 17:03:57,+0200,,@FernandezDLuis1 GoT Vikings. AHS Casa de papel DARK Peaky blinders,en,[],[],1327091781738131460,1327091781738131460,Ahmin_SSJ,Ce💤co SSJ,2,17,https://twitter.com/Ahmin_SSJ/status/1447941115164954631,[],[],0,,False,1,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'FernandezDLuis1', 'name': 'LuismiYT.exe', 'id': '1101965913585270785'}]",,,,,GoT Vikings AHS Casa de papel DARK Peaky blinders,Negative
115,2004,1447941080863883264,1447941080863883264,1634051029000.0,2021-10-12 17:03:49,+0200,,@taytbells Handei kuSpaces yemaWarriors now. Issa tag,en,[],[],718297970731524096,718297970731524096,hotxool,La Casa Di Papel,2,17,https://twitter.com/hotxool/status/1447941080863883264,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Handei kuSpaces yemaWarriors now Issa tag,Neutral
116,2005,1447940657428013074,1447940657428013074,1634050928000.0,2021-10-12 17:02:08,+0200,,I need to go enjoy carnival as an adult 😭,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,17,https://twitter.com/Kspenc2/status/1447940657428013074,[],[],0,,False,0,0,0,https://twitter.com/niajanelle__/status/1447599918152134659,"['Casa', 'Papel']",,,,,,,[],,,,,I need to go enjoy carnival as an adult,Positive
117,2009,1447940276354437126,1447936099255472147,1634050837000.0,2021-10-12 17:00:37,+0200,,"@Jai_Crider ...hey, ppl are disappointments, so imma do dis shit mahself 💀💀💀💀 I'm mad cuz you right 🙄🙄",en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,17,https://twitter.com/Kspenc2/status/1447940276354437126,[],[],0,,False,0,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'Jai_Crider', 'name': '𝟫𝓁𝒾𝓋𝑒𝓈 ✨', 'id': '325904407'}]",,,,,Crider hey ppl are disappointments so imma do dis shit mahself I m mad cuz you right,Negative
118,2016,1447939129421991942,1447936099255472147,1634050564000.0,2021-10-12 16:56:04,+0200,,"@Jai_Crider Why would I force the inevitable?? 😭 (Metaphorically speaking)  If I lost my last pencil tf I'm going to class for, I can't write no notes 💀💀.",en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,16,https://twitter.com/Kspenc2/status/1447939129421991942,[],[],0,,False,0,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'Jai_Crider', 'name': '𝟫𝓁𝒾𝓋𝑒𝓈 ✨', 'id': '325904407'}]",,,,,Crider Why would I force the inevitable Metaphorically speaking If I lost my last pencil tf I m going to class for I can t write no notes,Neutral
119,2030,1447937023160070146,1447936099255472147,1634050062000.0,2021-10-12 16:47:42,+0200,,"@Jai_Crider What I do then that's ""so aquarius"" then 🥴",en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,16,https://twitter.com/Kspenc2/status/1447937023160070146,[],[],0,,False,0,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'Jai_Crider', 'name': '𝟫𝓁𝒾𝓋𝑒𝓈 ✨', 'id': '325904407'}]",,,,,Crider What I do then that s so aquarius then,Neutral
120,2033,1447936099255472147,1447936099255472147,1634049842000.0,2021-10-12 16:44:02,+0200,,We literally do nothing....why ppl hate us so much. You can't even tell when someone is an Aquarius till we say sum 🥴🙄,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,16,https://twitter.com/Kspenc2/status/1447936099255472147,[],[],0,,False,0,1,0,https://twitter.com/trinityanissa/status/1447933115746426902,"['Casa', 'Papel']",,,,,,,[],,,,,We literally do nothing why ppl hate us so much You can t even tell when someone is an Aquarius till we say sum,Negative
121,2037,1447935603631398920,1447935603631398920,1634049723000.0,2021-10-12 16:42:03,+0200,,This facts fr,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,16,https://twitter.com/Kspenc2/status/1447935603631398920,[],[],0,,False,0,0,0,https://twitter.com/_CallMeAri_/status/1447921761362882560,"['Casa', 'Papel']",,,,,,,[],,,,,This facts fr,Neutral
122,2044,1447933544223985677,1447933544223985677,1634049232000.0,2021-10-12 16:33:52,+0200,,GOT / AHS / La casa de papel / Sherlock / Mr Robot,en,[],[],2778875016,2778875016,Charlotte_M12,CHAMPIONS DU MONDE,2,16,https://twitter.com/Charlotte_M12/status/1447933544223985677,[],[],0,,False,0,0,0,https://twitter.com/archivetvshows/status/1445923392180219904,"['Casa', 'Papel']",,,,,,,[],,,,,GOT AHS La casa de papel Sherlock Mr Robot,Neutral
123,2053,1447932140277145600,1447916386978877464,1634048898000.0,2021-10-12 16:28:18,+0200,,"@JackTheFact29 If you enjoy the international selection, I implore you to watch Money Heist (Casa de Papel). Absolutely superb!  Also yes, give Squid Game a go! It’s fun. Nothing amazing by any means, just good fun!",en,[],[],74807108,74807108,leighjadehanley,Leigh,2,16,https://twitter.com/leighjadehanley/status/1447932140277145600,[],[],0,,False,1,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'JackTheFact29', 'name': 'Jack Walker', 'id': '722799955'}]",,,,,If you enjoy the international selection I implore you to watch Money Heist Casa de Papel Absolutely superb Also yes give Squid Game a go It s fun Nothing amazing by any means just good fun,Positive
124,2066,1447929680909283332,1447928706413080579,1634048311000.0,2021-10-12 16:18:31,+0200,,@EchoBuilds @RealShiina We ain’t getting La Casa del papel either 😭,en,[],[],1098143209497264129,1098143209497264129,NotFuryFN,Fury 💜,2,16,https://twitter.com/NotFuryFN/status/1447929680909283332,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'EchoBuilds', 'name': 'Echo', 'id': '858599817739632640'}, {'screen_name': 'RealShiina', 'name': 'Shiina \uea00', 'id': '1120392525259395077'}]",,,,,We ain t getting La Casa del papel either,Neutral
125,2088,1447924052585242628,1447924052585242628,1634046969000.0,2021-10-12 15:56:09,+0200,,Breaking bad See Riverdale 13reason why Elite  La casa de papel,en,[],[],2598672838,2598672838,itisbeforbunny,🧛🏼‍♀️🧟‍♀️🍂🎃,2,15,https://twitter.com/itisbeforbunny/status/1447924052585242628,[],[],0,,False,0,0,0,https://twitter.com/burastar23/status/1447819185304875009,"['Casa', 'Papel']",,,,,,,[],,,,,Breaking bad See Riverdale 13reason why Elite La casa de papel,Negative
126,2092,1447923811018579968,1447884680393629698,1634046912000.0,2021-10-12 15:55:12,+0200,,"@doonaswife money heist is such a boring ass name i hate it so much, la casa de papel is a beautiful name imo",en,[],[],1025119374019944448,1025119374019944448,daonaew,fer ♡,2,15,https://twitter.com/daonaew/status/1447923811018579968,[],[],0,,False,0,2,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'doonaswife', 'name': 'hakyun cat dad', 'id': '1387736395037425667'}]",,,,,money heist is such a boring ass name i hate it so much la casa de papel is a beautiful name imo,Negative
127,2101,1447922241031835653,1447884680393629698,1634046538000.0,2021-10-12 15:48:58,+0200,,@doonaswife ‘casa de papel’ so very hispanic of you so true,en,[],[],1025119374019944448,1025119374019944448,daonaew,fer ♡,2,15,https://twitter.com/daonaew/status/1447922241031835653,[],[],0,,False,0,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'doonaswife', 'name': 'hakyun cat dad', 'id': '1387736395037425667'}]",,,,,casa de papel so very hispanic of you so true,Positive
128,2117,1447920362340196364,1447920362340196364,1634046090000.0,2021-10-12 15:41:30,+0200,,I went to work and hour early and now I'm tired 😭,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,15,https://twitter.com/Kspenc2/status/1447920362340196364,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,I went to work and hour early and now I m tired,Negative
129,2178,1447910474939609088,1447908197411532800,1634043732000.0,2021-10-12 15:02:12,+0200,,@__lovelytay As FUCK,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,15,https://twitter.com/Kspenc2/status/1447910474939609088,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': '__lovelytay', 'name': 'taylor 💎', 'id': '2369621034'}]",,,,,lovelytay As FUCK,Negative
130,2190,1447908477347586057,1447908477347586057,1634043256000.0,2021-10-12 14:54:16,+0200,,Might be starting la casa de papel 4 this week. Haha. I’ve been down the Soljiwan rabbit hole all this time.,en,[],[],1214796089565437952,1214796089565437952,nagankosa,August | 🎀💖,2,14,https://twitter.com/nagankosa/status/1447908477347586057,[],[],0,,False,1,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Might be starting la casa de papel 4 this week Haha I ve been down the Soljiwan rabbit hole all this time,Positive
131,2211,1447904824381542401,1447883894280306689,1634042385000.0,2021-10-12 14:39:45,+0200,,@isafredriksson1 Peaky Blinders Breaking Bad Vikings La Casa de Papel Lupin Sherlock The Office,en,[],[],1122105547455631360,1122105547455631360,l_am_john,john,2,14,https://twitter.com/l_am_john/status/1447904824381542401,[],[],0,,False,1,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'isafredriksson1', 'name': 'isa fredriksson', 'id': '1192782753231712256'}]",,,,,Peaky Blinders Breaking Bad Vikings La Casa de Papel Lupin Sherlock The Office,Negative
132,2227,1447902056149307398,1447902056149307398,1634041725000.0,2021-10-12 14:28:45,+0200,,Squid Game&gt;&gt;&gt;&gt;&gt;&gt;Casa De Papel,en,[],[],981648794382159873,981648794382159873,LilbeeDesigner,B.O.B Léo NBA🐐,2,14,https://twitter.com/LilbeeDesigner/status/1447902056149307398,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Squid Game gt gt gt gt gt gt Casa De Papel,Negative
133,2229,1447901881947377664,1447901881947377664,1634041684000.0,2021-10-12 14:28:04,+0200,,I've just watched episode S01 | E04 of La casa de papel!  https://t.co/pnWFCeSfuT #tvtime  https://t.co/hRC40DnAHX,en,['tvtime'],[],22367943,22367943,tiagomelgaco,Tiago Melgaço,2,14,https://twitter.com/tiagomelgaco/status/1447901881947377664,['https://tvtime.com/r/1Zq1k'],['https://pbs.twimg.com/media/FBf7FsuWEAMn4n2.jpg'],1,https://pbs.twimg.com/media/FBf7FsuWEAMn4n2.jpg,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,I ve just watched episode S01 E04 of La casa de papel tvtime,Neutral
134,2240,1447899528112361479,1397370010088181762,1634041122000.0,2021-10-12 14:18:42,+0200,,@harriyanna LA casa de papel 💔 It was good in S1 and S2.,en,[],[],1172081149516161024,1172081149516161024,Akanyange_kera,Naguceka🏋,2,14,https://twitter.com/Akanyange_kera/status/1447899528112361479,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'harriyanna', 'name': ""kaalki's #1 fan won't watch ever after high."", 'id': '1334764724538454016'}]",,,,,LA casa de papel It was good in S1 and S2,Positive
135,2261,1447897291214495758,1447869772230709249,1634040589000.0,2021-10-12 14:09:49,+0200,,@ultralcve Once upon a time  Lucifer The Blacklist La casa de papel Peaky blinders,en,[],[],1378015451012341770,1378015451012341770,romanticrobot93,Lisa,2,14,https://twitter.com/romanticrobot93/status/1447897291214495758,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'ultralcve', 'name': 'lea', 'id': '1259954202224328705'}]",,,,,Once upon a time Lucifer The Blacklist La casa de papel Peaky blinders,Positive
136,2267,1447895398874497033,1447729389953863682,1634040138000.0,2021-10-12 14:02:18,+0200,,"@folkseok no no baby, make it la casa de papel style, we need rocket launchers",en,[],[],2360830701,2360830701,daisysblessing,ℳ.▽🌷 ✂ | ⊃∪∩⪽ era,2,14,https://twitter.com/daisysblessing/status/1447895398874497033,[],[],0,,False,6,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'folkseok', 'name': 'chandler', 'id': '870999234962571264'}]",,,,,no no baby make it la casa de papel style we need rocket launchers,Neutral
137,2271,1447894775554838531,1447894775554838531,1634039989000.0,2021-10-12 13:59:49,+0200,,There are so many red flags on my tl can y'all please stop,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,13,https://twitter.com/Kspenc2/status/1447894775554838531,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,There are so many red flags on my tl can y all please stop,Positive
138,2276,1447893422245810176,1447893422245810176,1634039667000.0,2021-10-12 13:54:27,+0200,,I've just watched episode S01 | E03 of La casa de papel!  https://t.co/swjWNxl4WA #tvtime  https://t.co/nAnhI9zfOC,en,['tvtime'],[],22367943,22367943,tiagomelgaco,Tiago Melgaço,2,13,https://twitter.com/tiagomelgaco/status/1447893422245810176,['https://tvtime.com/r/1ZpTg'],['https://pbs.twimg.com/media/FBfzZRuWYAAX77C.jpg'],1,https://pbs.twimg.com/media/FBfzZRuWYAAX77C.jpg,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,I ve just watched episode S01 E03 of La casa de papel tvtime,Neutral
139,2279,1447892700339085313,1447854906099048448,1634039494000.0,2021-10-12 13:51:34,+0200,,"@MidfieldGenius9 @sergiomajor10 @online_zifa True, but as a concerned citizen, its also part of your duty to try and see the logic behind... Lol",en,[],[],718297970731524096,718297970731524096,hotxool,La Casa Di Papel,2,13,https://twitter.com/hotxool/status/1447892700339085313,[],[],0,,False,2,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'MidfieldGenius9', 'name': 'Pel_themastermind🇿🇼🇨🇿', 'id': '2591315604'}, {'screen_name': 'sergiomajor10', 'name': 'Sergio Major', 'id': '3370553608'}, {'screen_name': 'online_zifa', 'name': 'Zimbabwe Football Association', 'id': '2762567804'}]",,,,,zifa True but as a concerned citizen its also part of your duty to try and see the logic behind Lol,Positive
140,2281,1447892546068361221,1447892546068361221,1634039458000.0,2021-10-12 13:50:58,+0200,,► LA CASA DE PAPEL |  Whatever it takes !  https://t.co/XhVgvtdYhT via @YouTube,en,[],[],45484520,45484520,ChrissyDiva,Chrissy26,2,13,https://twitter.com/ChrissyDiva/status/1447892546068361221,['https://youtu.be/xYOaQ4p9pr0'],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,LA CASA DE PAPEL Whatever it takes via,Neutral
141,2287,1447891675775438852,1447891675775438852,1634039250000.0,2021-10-12 13:47:30,+0200,,Ben Simmons needa come back and use that anger from Philly on the court but we all know he not,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,13,https://twitter.com/Kspenc2/status/1447891675775438852,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Ben Simmons needa come back and use that anger from Philly on the court but we all know he not,Negative
142,2322,1447883604965707777,1447866152793911301,1634037326000.0,2021-10-12 13:15:26,+0200,,"@MidfieldGenius9 @drjaytee87 😂 😂 😂 😂 The guys will pull a shocker, im telling you, apa yapinda ma1",en,[],[],718297970731524096,718297970731524096,hotxool,La Casa Di Papel,2,13,https://twitter.com/hotxool/status/1447883604965707777,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'MidfieldGenius9', 'name': 'Pel_themastermind🇿🇼🇨🇿', 'id': '2591315604'}, {'screen_name': 'drjaytee87', 'name': 'skilled rebhara', 'id': '335750593'}]",,,,,The guys will pull a shocker im telling you apa yapinda ma1,Neutral
143,2326,1447882761449189376,1447882761449189376,1634037125000.0,2021-10-12 13:12:05,+0200,,I've just watched episode S05 | E05 of La casa de papel!  https://t.co/98NHONKQbY #tvtime  https://t.co/xETXrST6PT,en,['tvtime'],[],359305312,359305312,javipiti44,javi. p,2,13,https://twitter.com/javipiti44/status/1447882761449189376,['https://tvtime.com/r/1ZpJ9'],['https://pbs.twimg.com/media/FBfpsu_XoAU9BWd.jpg'],1,https://pbs.twimg.com/media/FBfpsu_XoAU9BWd.jpg,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,I ve just watched episode S05 E05 of La casa de papel tvtime,Neutral
144,2358,1447878026612678661,1447590176914612226,1634035996000.0,2021-10-12 12:53:16,+0200,,@Pops_Mdl What we said when Casa de papel started. Scripters and director know how to deal with,en,[],[],2379197960,2379197960,fougaperie,Fadh Dylh 🗨️🥼🎓,2,12,https://twitter.com/fougaperie/status/1447878026612678661,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'Pops_Mdl', 'name': 'Dill Pickles', 'id': '286078139'}]",,,,,Mdl What we said when Casa de papel started Scripters and director know how to deal with,Neutral
145,2399,1447870225496645634,1447870225496645634,1634034136000.0,2021-10-12 12:22:16,+0200,,"13 reasons why, Vikings, la casa de papel et pretty little liars",en,[],[],1191108311585832960,1191108311585832960,babbi913,Too sxy for this world 🤕,2,12,https://twitter.com/babbi913/status/1447870225496645634,[],[],0,,False,0,0,0,https://twitter.com/NetflixFR/status/1447867990465204226,"['Casa', 'Papel']",,,,,,,[],,,,,13 reasons why Vikings la casa de papel et pretty little liars,Positive
146,2414,1447867177932136456,1447867177932136456,1634033409000.0,2021-10-12 12:10:09,+0200,,5 minutes into episode one of La Casa De Papel and I am pleased to announce that I’m still a complete slut for anything involving a rag tag bunch of misfits doing crimes!,en,[],[],1660733288,1660733288,cat_sierra,Bat Sierraaaaarghhhh,2,12,https://twitter.com/cat_sierra/status/1447867177932136456,[],[],0,,False,2,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,5 minutes into episode one of La Casa De Papel and I am pleased to announce that I m still a complete slut for anything involving a rag tag bunch of misfits doing crimes,Positive
147,2416,1447866853842374656,1447866853842374656,1634033332000.0,2021-10-12 12:08:52,+0200,,EU Commission launches raids on companies involved in producing wood pulp. Suspicions of antitrust breaches   New season of Casa de Papel looking good  https://t.co/Mj9uQA7VyU,en,[],[],1503279919,1503279919,SamJamesMorgan,Sam Morgan,2,12,https://twitter.com/SamJamesMorgan/status/1447866853842374656,['https://ec.europa.eu/commission/presscorner/detail/en/IP_21_5223'],[],0,,False,2,0,1,,"['Casa', 'Papel']",,,,,,,[],,,,,EU Commission launches raids on companies involved in producing wood pulp Suspicions of antitrust breaches New season of Casa de Papel looking good,Positive
148,2428,1447864091326943232,1447864091326943232,1634032674000.0,2021-10-12 11:57:54,+0200,,Lemme find out I like this job. I might go in early today 🥴,en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,11,https://twitter.com/Kspenc2/status/1447864091326943232,[],[],0,,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,Lemme find out I like this job I might go in early today,Positive
149,2430,1447863855892377601,1447544977404440584,1634032617000.0,2021-10-12 11:56:57,+0200,,"@NotSeanKlaiber @SiempreFrenkie “La casa de Laporte” new series on Netflix, not to be confused with “La casa de Papel”, as one is in Spain, the other in Catalunya 😂",en,[],[],4162923323,4162923323,WinsAndTies,Ties × × × Dusanist,2,11,https://twitter.com/WinsAndTies/status/1447863855892377601,[],[],0,,False,1,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'NotSeanKlaiber', 'name': 'NotSeanKlaiber', 'id': '1439526589415448576'}, {'screen_name': 'SiempreFrenkie', 'name': 'Simply Barca 💫', 'id': '1127548282526416896'}]",,,,,La casa de Laporte new series on Netflix not to be confused with La casa de Papel as one is in Spain the other in Catalunya,Negative
150,2431,1447863797134336004,1447789397110398976,1634032603000.0,2021-10-12 11:56:43,+0200,,"@MonaRayDash ""Gina is not topping Jay"" 😂😂😂",en,[],[],944809383627837446,944809383627837446,Kspenc2,La Casa de Papel,2,11,https://twitter.com/Kspenc2/status/1447863797134336004,[],[],0,,False,0,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'MonaRayDash', 'name': 'Dr. Hadassah Olayinka Ali-Youngman, Pre PhD \U0001f978', 'id': '1606293300'}]",,,,,Gina is not topping Jay,Neutral
151,2442,1447860391808282629,1447860391808282629,1634031792000.0,2021-10-12 11:43:12,+0200,,I've just watched episode S01 | E01 of La casa de papel!  https://t.co/0Mo7vVmVEa #tvtime  https://t.co/RAdj76Y4jr,en,['tvtime'],[],22367943,22367943,tiagomelgaco,Tiago Melgaço,2,11,https://twitter.com/tiagomelgaco/status/1447860391808282629,['https://tvtime.com/r/1Zptn'],['https://pbs.twimg.com/media/FBfVWovWUAAdmSZ.jpg'],1,https://pbs.twimg.com/media/FBfVWovWUAAdmSZ.jpg,False,0,0,0,,"['Casa', 'Papel']",,,,,,,[],,,,,I ve just watched episode S01 E01 of La casa de papel tvtime,Neutral
152,2444,1447859006752661511,1447854906099048448,1634031461000.0,2021-10-12 11:37:41,+0200,,"@sergiomajor10 @online_zifa Kutsanzira was not supposed to be there when we have Chimwemwe there, unless Kutsanzira came in as a player on standby in case the camp is nursing aome injuries, which I strongly doubt though.  Thats when we end up asking the logic behind this project bro",en,[],[],718297970731524096,718297970731524096,hotxool,La Casa Di Papel,2,11,https://twitter.com/hotxool/status/1447859006752661511,[],[],0,,False,1,0,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'sergiomajor10', 'name': 'Sergio Major', 'id': '3370553608'}, {'screen_name': 'online_zifa', 'name': 'Zimbabwe Football Association', 'id': '2762567804'}]",,,,,zifa Kutsanzira was not supposed to be there when we have Chimwemwe there unless Kutsanzira came in as a player on standby in case the camp is nursing aome injuries which I strongly doubt though Thats when we end up asking the logic behind this project bro,Positive
153,2446,1447857763577651200,1447857763577651200,1634031165000.0,2021-10-12 11:32:45,+0200,,The Walking Dead Game Of Thrones Breaking Bad Prison Break Vikings Doctor Who New York United Spécial Peaky Blinder Casa Del Papel Alice In Bordeland Squid Game Black Mirror Lucifer Flash Arrow Sex Education Super Girl Top Boy Stranger Things Hawaii 5-0 Elite Lupin  Quoi d'autres,en,[],[],1118878278423597056,1118878278423597056,Kamita915,Dachrano ⚜️🇨🇵🇨🇩🇨🇬 (N°2),2,11,https://twitter.com/Kamita915/status/1447857763577651200,[],[],0,,False,0,1,0,https://twitter.com/Kamita915/status/1445329564440346624,"['Casa', 'Papel']",,,,,,,[],,,,,The Walking Dead Game Of Thrones Breaking Bad Prison Break Vikings Doctor Who New York United Sp cial Peaky Blinder Casa Del Papel Alice In Bordeland Squid Game Black Mirror Lucifer Flash Arrow Sex Education Super Girl Top Boy Stranger Things Hawaii 5 0 Elite Lupin Quoi d autres,Negative
154,2457,1447852876525617157,1447852280263364611,1634030000000.0,2021-10-12 11:13:20,+0200,,"@sergiomajor10 The good thing about these players you have listed is that they are all overseas and add the locals that we have, the likes of Antonio Bill etc, you will see that we will assemble one of the good teams.  We have a leadership crisis",en,[],[],718297970731524096,718297970731524096,hotxool,La Casa Di Papel,2,11,https://twitter.com/hotxool/status/1447852876525617157,[],[],0,,False,1,1,0,,"['Casa', 'Papel']",,,,,,,"[{'screen_name': 'sergiomajor10', 'name': 'Sergio Major', 'id': '3370553608'}]",,,,,The good thing about these players you have listed is that they are all overseas and add the locals that we have the likes of Antonio Bill etc you will see that we will assemble one of the good teams We have a leadership crisis,Positive
